temperature_C,pressure_atm,concentration_mol_L,pH,exotherm_kJ_mol,decomp_temp_C,viscosity_cP,thermal_runaway,pressure_buildup,vapor_emission,corrosion,decomposition,risk_score,severity
158.7,12.58,0.4769,3.03,158.3,277.9,20.03,0,1,1,1,1,65.6,high
230.4,14.94,0.4909,4.16,134.9,341.8,44.78,1,0,1,1,0,69.0,high
118.9,6.0,0.1233,4.5,49.0,350.9,28.07,1,0,0,0,0,31.8,medium
64.5,14.2,0.4488,5.55,185.4,241.1,16.85,0,1,0,1,0,61.3,high
177.5,8.79,0.4428,5.74,86.1,372.1,37.47,0,0,1,1,0,45.3,medium
167.6,16.85,0.0295,2.32,193.6,291.5,1.47,0,1,0,1,1,59.7,high
74.4,16.11,0.3381,4.02,92.3,203.3,18.82,0,1,0,1,0,62.1,high
92.1,5.02,0.1596,1.3,46.3,328.7,30.24,0,0,0,0,0,32.6,medium
182.4,4.49,0.3406,5.97,179.3,335.4,29.37,0,1,1,1,0,50.8,high
116.3,14.64,0.4576,6.0,163.1,310.4,30.57,0,1,0,1,0,62.2,high
270.6,11.46,0.2544,2.45,161.5,242.5,10.97,0,1,1,0,1,63.8,high
101.6,11.59,0.2131,1.54,36.1,296.5,17.19,0,1,0,1,0,33.4,medium
64.8,15.3,0.4616,0.96,178.3,280.0,46.61,0,1,0,1,0,50.9,high
167.4,17.24,0.4873,4.24,127.4,394.9,48.71,0,1,1,1,0,62.4,high
296.7,5.54,0.0405,1.09,104.7,364.9,15.95,1,0,0,1,0,50.7,high
212.1,11.56,0.4622,4.92,184.4,352.4,32.4,1,1,1,1,0,70.5,high
145.0,16.75,0.0506,4.91,139.9,236.2,12.44,0,1,0,0,0,55.5,high
64.0,17.58,0.1753,4.49,43.9,266.2,18.74,0,1,0,0,0,46.6,medium
176.4,6.46,0.3837,6.2,113.5,275.9,39.72,0,0,1,1,0,52.7,high
109.6,2.98,0.3907,2.96,134.6,298.5,25.31,0,0,0,1,0,52.1,high
215.5,5.42,0.3657,6.36,181.7,206.0,42.55,1,0,1,1,0,69.4,high
199.9,18.96,0.0292,0.74,70.4,318.6,31.62,0,1,0,1,0,61.8,high
123.7,9.79,0.0752,1.23,163.0,271.6,31.63,0,0,0,0,0,51.4,high
76.5,8.95,0.4687,3.18,164.0,312.3,2.18,0,0,0,1,0,43.4,medium
241.2,1.25,0.0499,4.36,43.0,201.8,37.61,1,0,0,0,0,39.9,medium
200.5,1.97,0.0485,0.71,23.1,264.3,48.9,1,0,0,0,0,42.1,medium
262.1,13.71,0.4195,4.19,124.7,353.7,23.91,1,1,1,1,0,68.5,high
122.4,12.21,0.3242,2.5,162.1,300.2,8.35,0,1,0,1,0,49.8,medium
216.7,11.94,0.1823,6.27,119.8,357.8,48.86,0,1,0,0,0,55.5,high
88.5,3.1,0.0912,3.97,166.4,339.8,14.86,0,0,0,0,0,28.5,low
130.0,7.69,0.4432,4.32,132.0,371.0,20.76,0,0,0,1,0,41.5,medium
217.6,16.43,0.4944,6.65,137.6,201.5,4.33,1,1,1,1,1,75.5,critical
258.1,4.32,0.0345,5.47,25.1,252.3,5.99,1,0,1,0,1,43.7,medium
137.0,17.77,0.2815,3.35,35.9,309.8,11.22,0,1,0,0,0,44.5,medium
251.7,3.31,0.138,3.6,150.5,388.2,27.65,1,0,0,0,0,44.8,medium
222.7,4.21,0.4179,4.71,157.3,336.0,28.11,1,0,1,1,0,46.9,medium
143.7,10.08,0.1796,1.8,117.6,291.3,30.51,1,1,0,1,0,45.7,medium
270.3,18.96,0.3602,1.08,126.2,226.0,29.4,1,1,1,1,1,67.4,high
182.2,7.26,0.2744,2.52,130.6,298.6,25.01,1,0,1,0,0,48.1,medium
215.6,13.51,0.2753,5.56,38.9,288.2,40.2,1,1,1,0,0,52.4,high
179.0,12.18,0.4304,2.17,140.2,355.7,46.73,0,1,1,0,0,48.6,medium
168.7,3.84,0.2405,1.35,106.1,282.7,13.85,0,0,0,0,0,36.5,medium
263.5,5.72,0.4243,1.92,128.5,263.8,6.94,0,0,1,1,1,59.6,high
130.7,18.67,0.1881,4.91,121.4,217.9,21.54,0,1,0,0,0,58.2,high
68.8,4.51,0.0956,4.49,157.3,209.3,1.81,0,0,0,0,1,36.6,medium
271.1,14.21,0.2332,4.97,77.3,287.8,44.22,1,1,1,0,1,62.9,high
258.0,19.33,0.2542,2.59,87.2,269.4,12.37,1,1,1,0,1,60.3,high
148.0,3.27,0.2444,6.36,90.5,311.1,27.69,0,0,0,0,0,39.7,medium
104.5,8.58,0.4061,3.44,157.2,342.4,6.2,0,0,0,1,0,45.6,medium
222.1,5.25,0.2867,3.84,97.6,208.0,27.89,1,0,1,0,0,48.5,medium
78.9,5.21,0.4453,6.67,51.9,299.2,2.43,0,0,0,1,0,23.0,low
161.7,3.26,0.262,6.87,196.9,372.4,38.56,0,0,1,0,0,44.9,medium
80.6,13.34,0.1201,4.8,108.8,291.0,47.79,0,1,0,0,0,44.7,medium
203.5,15.18,0.0735,6.64,39.7,304.2,15.7,0,1,0,0,1,49.1,medium
66.5,13.86,0.4355,4.02,140.6,297.4,13.28,1,1,0,0,0,51.5,high
211.0,18.57,0.0375,2.5,153.0,278.0,22.68,1,1,0,0,0,63.2,high
221.6,3.77,0.0676,2.55,110.0,222.0,31.19,1,0,0,0,1,45.6,medium
176.9,7.08,0.0412,4.13,136.4,225.3,9.85,1,0,0,1,0,42.0,medium
102.0,7.55,0.2176,4.43,51.1,235.8,40.26,0,0,0,0,0,35.2,medium
84.3,5.41,0.271,3.36,86.2,358.5,10.33,0,0,0,0,0,28.3,low
135.2,3.7,0.0197,6.24,49.1,255.1,0.77,0,0,0,0,0,23.3,low
171.6,10.25,0.2626,3.27,89.7,389.6,26.45,0,0,1,0,0,48.4,medium
214.1,16.85,0.2029,2.28,121.3,362.0,6.2,1,1,1,0,0,52.2,high
60.3,19.14,0.3891,0.55,99.7,336.9,35.06,0,1,0,1,0,52.7,high
230.7,3.46,0.4167,6.81,126.8,344.1,8.79,1,0,1,1,0,53.4,high
231.1,16.64,0.3456,5.86,110.3,209.5,40.96,0,1,1,1,1,66.4,high
166.7,16.67,0.242,4.5,77.2,313.7,23.78,0,1,1,0,0,58.5,high
142.4,8.39,0.1159,5.9,45.8,388.2,28.53,0,0,0,1,0,29.3,low
262.2,3.09,0.4251,5.77,65.5,207.8,9.74,1,0,1,0,1,49.3,medium
248.3,19.81,0.1774,6.56,56.1,258.2,7.76,1,1,0,0,0,58.1,high
296.0,13.46,0.1846,3.01,147.3,210.3,31.75,1,0,0,0,1,71.9,high
149.3,19.66,0.4588,4.11,167.6,313.9,13.15,0,1,1,1,0,63.9,high
277.6,10.19,0.488,1.14,149.7,223.2,19.6,1,1,1,0,1,67.9,high
81.0,8.51,0.4501,6.77,135.9,295.9,24.23,0,0,0,1,0,44.9,medium
158.8,5.7,0.4991,6.9,75.4,344.0,11.87,1,0,1,1,0,42.5,medium
171.7,19.69,0.4358,5.63,148.0,232.9,39.87,1,1,1,1,0,77.8,critical
165.8,5.81,0.3551,3.45,128.9,351.1,47.0,0,0,1,1,1,50.3,high
210.0,1.45,0.154,3.73,28.4,212.0,21.88,1,0,0,0,1,38.5,medium
100.8,10.74,0.4769,3.33,183.4,229.9,45.92,0,1,0,1,0,57.0,high
267.9,8.16,0.4395,2.41,34.4,256.0,44.19,1,1,1,1,1,52.6,high
192.4,5.97,0.128,3.93,110.5,359.2,8.72,1,0,0,0,0,41.7,medium
277.0,13.06,0.2497,0.85,112.4,370.0,9.08,1,1,1,1,0,58.6,high
60.6,7.92,0.0443,6.95,170.7,244.1,24.13,0,0,0,0,0,36.3,medium
211.2,8.64,0.4771,3.26,184.4,219.2,26.53,1,1,1,1,1,66.3,high
159.0,1.44,0.2907,6.53,189.1,369.6,17.39,0,0,1,0,0,39.2,medium
181.2,12.19,0.1301,5.21,122.5,329.9,15.99,1,1,0,1,1,46.8,medium
238.5,3.32,0.1533,2.38,142.2,231.6,21.85,1,0,0,0,1,56.4,high
114.5,5.06,0.4905,1.94,35.9,311.5,34.68,0,1,0,1,0,27.6,low
109.2,14.63,0.3117,6.97,107.8,374.5,4.68,0,1,1,1,0,42.0,medium
228.7,6.95,0.2161,5.52,181.6,213.9,35.67,1,0,1,0,1,67.4,high
185.1,4.1,0.2549,2.12,102.0,216.7,46.35,1,0,1,0,1,43.9,medium
116.1,11.97,0.0583,0.94,32.5,254.7,38.29,0,0,0,1,0,43.3,medium
176.2,5.08,0.0468,5.03,56.1,330.5,9.99,0,0,0,0,0,27.3,low
170.3,6.15,0.3004,2.47,97.3,235.6,4.83,1,0,1,1,0,47.0,medium
225.9,12.81,0.2609,1.94,62.8,363.3,24.77,0,1,1,1,0,55.3,high
60.6,15.06,0.186,5.28,90.6,350.1,47.84,0,1,0,0,0,35.0,medium
200.8,15.05,0.2874,4.92,79.9,312.2,41.04,0,1,1,0,0,64.3,high
205.4,10.16,0.0456,3.63,77.4,223.2,28.36,1,1,0,0,1,46.6,medium
238.9,9.63,0.4726,6.63,36.4,397.6,7.58,0,1,1,0,0,51.7,high
273.4,15.97,0.1539,4.92,178.9,298.0,35.83,1,1,0,0,1,68.7,high
165.6,4.67,0.0452,6.31,144.7,290.4,40.74,0,1,0,0,0,49.3,medium
142.2,3.89,0.0931,1.74,132.2,399.1,46.79,1,0,0,1,0,35.7,medium
84.6,13.63,0.0568,2.43,129.2,372.8,30.8,1,1,0,0,0,51.1,high
140.8,8.78,0.0975,1.18,91.4,291.3,25.97,0,0,0,1,0,46.1,medium
76.4,14.49,0.2142,2.48,168.2,283.8,31.15,0,1,0,0,0,55.4,high
252.7,5.88,0.3716,6.82,187.4,219.2,47.19,1,0,1,1,1,60.8,high
253.7,7.17,0.1435,6.76,21.0,385.3,31.59,0,1,0,0,1,40.3,medium
160.1,18.04,0.2236,5.44,34.3,368.8,13.25,0,1,1,1,0,46.0,medium
122.3,9.01,0.4651,3.89,141.5,262.0,31.99,0,0,0,1,0,52.3,high
88.3,12.23,0.155,5.58,62.5,350.7,44.05,0,1,0,0,0,36.1,medium
264.3,3.03,0.3994,4.1,184.1,352.5,28.57,1,0,1,1,0,53.9,high
270.6,4.4,0.0873,0.52,140.1,245.6,25.38,1,0,0,1,1,53.3,high
123.9,1.68,0.0974,3.76,86.3,322.7,36.8,1,0,0,0,0,27.5,low
209.2,9.06,0.2335,4.39,94.8,251.0,33.22,0,1,1,0,1,46.9,medium
122.1,19.79,0.1247,2.23,144.4,358.0,3.31,0,1,0,0,0,59.5,high
114.0,17.6,0.4525,1.82,45.4,230.8,36.4,0,1,0,1,0,54.5,high
65.1,13.03,0.0349,2.28,179.0,333.8,20.67,0,1,0,0,0,47.9,medium
198.5,17.36,0.3027,4.55,20.9,265.2,47.07,1,1,0,1,0,57.2,high
96.0,12.29,0.3061,1.45,196.2,207.2,48.55,0,0,0,1,0,49.4,medium
63.0,8.01,0.0424,5.18,50.2,224.7,22.71,0,0,0,0,0,24.6,low
85.2,4.3,0.369,3.25,153.6,331.0,48.46,0,0,0,1,0,47.5,medium
135.3,13.41,0.2398,2.8,27.2,248.0,15.89,0,1,1,1,0,47.4,medium
220.6,4.67,0.3643,5.75,97.7,326.2,34.29,1,0,1,1,1,39.6,medium
108.6,8.93,0.4152,3.79,133.5,283.0,4.22,0,0,1,1,0,50.4,high
273.0,16.69,0.1682,2.96,32.6,338.5,7.68,1,1,0,0,1,52.9,high
129.2,3.46,0.2474,6.21,99.8,298.6,43.29,1,0,0,0,0,25.5,low
139.5,3.45,0.1378,2.89,74.6,261.7,44.74,0,1,0,0,0,41.9,medium
112.3,5.26,0.1087,6.08,109.7,229.2,26.86,0,1,0,0,0,37.7,medium
120.9,11.49,0.0103,3.78,110.8,268.2,17.32,0,1,0,0,0,43.8,medium
77.8,5.78,0.4822,1.85,161.3,327.0,22.83,0,0,0,1,1,37.2,medium
130.7,10.56,0.2261,4.48,42.2,348.1,43.55,0,0,0,0,0,31.2,medium
266.3,6.74,0.0164,2.35,34.9,232.1,10.94,1,1,0,0,1,37.2,medium
225.2,10.62,0.0144,1.46,92.3,332.9,15.1,0,1,0,1,0,54.9,high
270.1,6.27,0.1513,1.06,179.8,235.9,39.38,1,1,0,1,1,53.8,high
85.2,19.62,0.0168,2.07,173.9,244.4,46.8,0,0,0,0,0,64.7,high
169.3,10.36,0.1935,5.29,120.8,306.3,5.1,0,1,0,0,0,44.4,medium
115.0,15.13,0.0408,5.95,180.0,257.8,40.29,0,1,0,0,0,48.4,medium
233.1,14.31,0.0292,6.1,165.0,332.3,32.43,1,1,1,1,0,60.5,high
292.9,10.32,0.338,2.26,70.0,391.2,11.92,1,1,1,1,0,52.9,high
255.7,5.54,0.4544,4.8,50.6,229.8,37.91,1,0,1,1,1,53.5,high
68.5,10.7,0.2106,2.0,74.2,314.1,36.53,0,1,0,1,0,30.7,medium
136.0,13.94,0.42,4.55,60.9,384.7,7.53,1,1,0,1,1,44.5,medium
66.9,9.74,0.0243,6.27,132.1,235.3,25.36,0,0,0,0,0,34.9,medium
69.6,2.56,0.3911,0.77,125.3,273.4,38.04,0,0,0,1,0,39.6,medium
79.1,1.34,0.0408,6.9,127.7,224.7,9.98,0,0,0,0,0,32.3,medium
126.3,7.23,0.4208,5.88,54.1,328.4,23.41,0,0,0,1,0,39.4,medium
133.0,3.85,0.4424,5.45,162.5,333.8,6.48,0,1,0,1,0,51.0,high
156.1,18.22,0.3951,4.99,98.1,332.8,15.69,0,1,1,1,0,59.9,high
157.2,4.34,0.4122,5.51,105.0,308.4,11.29,0,0,1,1,0,44.2,medium
245.1,8.49,0.2851,6.96,199.5,349.3,25.5,1,1,1,0,0,62.1,high
93.9,14.53,0.1398,5.51,70.8,207.2,7.49,0,0,0,1,0,41.1,medium
97.9,16.49,0.3252,2.79,90.9,391.5,19.47,0,1,0,1,0,42.7,medium
210.4,10.08,0.2254,4.49,141.8,244.4,14.12,1,1,1,0,1,58.9,high
197.2,4.44,0.0126,2.69,178.5,224.3,37.43,1,0,0,0,1,55.1,high
97.0,6.15,0.2436,6.81,42.8,388.2,35.13,0,0,1,0,0,29.8,low
264.5,8.96,0.3291,6.35,152.3,366.1,5.2,1,0,1,1,0,63.6,high
139.0,7.93,0.0168,4.19,185.3,353.0,47.7,0,0,0,0,0,38.9,medium
148.1,7.62,0.3145,5.58,96.1,220.9,37.36,0,0,0,1,0,49.6,medium
160.9,3.51,0.3297,6.41,71.6,361.5,30.99,1,0,1,1,0,33.7,medium
137.4,18.35,0.0875,2.08,142.0,321.8,24.15,0,1,0,0,1,56.4,high
193.8,1.57,0.2212,4.27,64.3,346.4,9.31,0,0,1,1,0,37.0,medium
153.3,9.36,0.4825,3.63,89.2,395.6,48.12,0,0,1,1,0,40.0,medium
122.3,19.63,0.4433,5.52,181.4,238.9,0.89,0,1,0,1,0,70.6,high
277.1,13.53,0.2113,2.96,126.3,300.9,34.78,1,1,1,0,0,66.4,high
134.0,7.75,0.1814,5.11,37.1,350.7,25.62,1,0,0,0,0,37.3,medium
227.6,3.78,0.0708,3.12,79.3,286.7,45.18,1,0,0,0,0,38.5,medium
143.3,19.31,0.0272,1.22,132.9,210.9,19.34,1,1,0,1,0,59.1,high
164.5,1.27,0.1558,1.2,106.7,222.3,26.17,1,1,0,1,1,39.3,medium
116.6,13.95,0.4707,1.27,138.9,320.4,37.25,1,1,1,1,0,52.8,high
240.6,17.72,0.4797,0.71,157.1,257.0,2.85,1,1,1,1,1,74.2,high
236.9,1.48,0.4081,3.96,106.5,227.6,3.2,1,0,1,1,1,48.0,medium
65.3,14.78,0.1819,4.87,197.7,268.0,10.98,0,1,0,0,1,52.7,high
74.4,19.98,0.0804,1.32,184.6,240.2,7.75,0,1,0,1,0,67.2,high
281.4,13.15,0.3018,4.48,30.8,204.8,0.82,1,1,0,1,1,60.6,high
273.3,8.88,0.3268,4.39,68.0,230.4,31.34,1,1,1,1,1,60.6,high
181.5,17.61,0.218,1.46,74.1,376.6,39.9,0,1,1,1,1,53.0,high
178.4,11.53,0.3489,3.13,53.2,202.4,47.88,1,0,1,1,1,50.4,high
255.0,15.24,0.3759,5.41,76.2,354.8,22.32,1,1,1,1,0,61.3,high
93.2,12.17,0.3937,0.61,96.5,350.7,14.35,0,0,0,1,0,47.7,medium
216.9,1.73,0.2561,1.46,29.3,312.8,43.26,0,0,1,1,0,34.9,medium
174.2,5.05,0.3979,6.97,42.9,241.7,42.3,1,0,1,1,0,41.1,medium
238.4,2.5,0.0225,5.27,37.3,375.6,31.43,0,0,0,0,0,30.9,medium
67.2,3.03,0.3434,3.52,28.3,295.0,14.02,0,0,0,1,0,19.2,low
202.3,1.29,0.1255,4.59,106.7,234.6,45.47,1,0,0,0,1,46.4,medium
193.6,9.0,0.1426,6.0,80.1,285.8,9.33,1,0,0,0,0,43.5,medium
261.8,4.39,0.0547,5.97,188.4,239.0,2.66,1,0,0,0,1,65.0,high
222.4,17.26,0.1043,2.61,38.5,275.2,39.93,1,1,0,0,1,55.7,high
271.2,15.25,0.4961,3.69,186.7,299.3,28.4,1,1,1,1,1,85.6,critical
272.9,11.89,0.2135,4.65,35.6,272.0,12.7,1,1,1,0,0,53.8,high
158.0,10.29,0.4646,0.97,131.5,331.4,33.71,0,1,1,1,0,50.0,high
93.0,5.86,0.0898,6.65,64.6,387.2,38.45,0,1,0,0,0,30.6,medium
211.3,10.02,0.11,3.31,168.8,269.6,42.31,1,1,0,0,0,54.8,high
269.7,13.18,0.2833,2.91,31.1,271.1,14.47,1,1,1,0,1,63.5,high
78.0,15.86,0.1813,6.4,191.5,347.7,1.77,0,1,0,0,0,55.3,high
193.9,2.55,0.3255,1.27,28.5,306.1,25.75,0,0,1,1,0,42.8,medium
87.6,14.46,0.2168,0.76,63.4,285.8,42.88,0,1,0,1,0,36.9,medium
66.5,15.11,0.4077,4.95,103.6,362.8,10.79,0,1,0,1,0,50.2,high
223.1,11.62,0.2215,3.0,156.1,378.2,21.35,1,0,1,0,0,54.0,high
223.6,5.07,0.2905,5.47,191.2,318.1,13.19,1,0,1,0,0,44.7,medium
204.2,11.24,0.1673,0.95,97.0,237.0,1.16,1,1,0,1,1,58.1,high
266.2,10.55,0.355,2.99,156.3,293.3,44.98,1,1,1,1,1,66.5,high
79.4,10.04,0.3308,2.03,150.9,300.9,7.19,1,1,1,1,0,50.7,high
85.3,9.75,0.2045,5.31,122.8,286.4,38.45,0,0,0,1,0,41.8,medium
267.5,3.11,0.1453,1.98,144.4,252.5,17.66,1,0,0,1,1,53.6,high
180.8,4.47,0.3109,3.48,26.9,294.5,14.25,0,1,1,1,1,44.0,medium
125.5,2.85,0.4721,5.82,99.5,289.3,47.08,0,0,1,0,0,40.2,medium
237.2,5.61,0.075,6.45,161.5,241.9,33.03,0,0,0,0,1,51.9,high
274.7,6.01,0.4016,5.2,105.4,380.7,34.5,1,1,1,1,0,53.8,high
225.5,5.66,0.2761,3.29,177.2,377.1,38.1,0,0,1,0,0,54.5,high
250.1,5.01,0.2675,4.22,170.1,351.9,17.38,1,0,1,0,1,41.2,medium
127.8,14.97,0.4812,4.98,175.4,280.2,28.4,0,1,0,1,0,65.6,high
129.3,16.55,0.3069,6.19,43.4,274.1,13.88,0,1,0,1,0,55.6,high
267.4,7.22,0.417,6.28,63.9,343.3,41.81,1,1,0,1,0,52.4,high
207.6,6.8,0.2621,6.55,25.3,321.6,30.17,0,1,1,0,1,37.9,medium
116.2,17.04,0.1324,5.77,196.9,320.1,12.55,0,1,0,0,0,60.2,high
185.8,12.85,0.3503,1.45,62.5,224.8,45.04,1,1,1,1,1,63.2,high
224.6,6.58,0.4624,5.36,86.1,323.7,29.25,1,1,0,1,0,53.7,high
112.5,14.56,0.4222,5.79,69.5,380.4,25.0,0,1,0,1,1,46.6,medium
217.2,7.55,0.1072,6.21,27.2,217.2,2.21,1,1,0,0,1,40.9,medium
70.1,12.14,0.1653,6.51,67.0,267.8,45.54,0,1,0,0,0,31.8,medium
132.9,19.86,0.2633,3.81,37.7,301.8,47.64,0,0,0,0,0,50.9,high
221.8,6.73,0.2901,4.76,91.0,337.2,28.35,1,1,0,0,1,48.0,medium
95.8,18.68,0.105,0.56,194.0,217.9,22.4,0,1,0,1,0,51.6,high
113.3,7.09,0.1227,4.22,145.7,374.6,18.3,0,0,0,0,1,34.5,medium
271.0,11.27,0.3818,3.58,147.2,208.1,13.77,1,1,0,0,1,76.5,critical
221.8,9.74,0.3679,6.75,101.6,371.5,28.94,1,1,1,1,0,51.6,high
179.7,15.88,0.4212,6.36,166.0,205.5,6.84,1,1,0,1,1,57.9,high
110.6,2.16,0.4671,5.68,183.5,230.7,46.0,0,1,0,1,0,55.8,high
141.9,12.92,0.161,0.87,193.1,360.1,9.21,0,1,0,1,0,49.9,medium
197.8,15.45,0.4312,3.11,37.8,372.0,37.4,0,1,1,1,0,50.2,high
97.3,9.97,0.3363,5.02,178.3,396.5,15.69,0,1,0,0,0,52.2,high
175.6,3.0,0.4793,0.69,60.5,223.1,11.69,0,0,1,1,0,39.9,medium
158.2,5.65,0.1433,2.03,91.5,305.3,28.11,0,0,0,0,0,28.6,low
174.4,13.91,0.1421,6.27,82.2,215.4,38.37,1,1,0,0,1,53.9,high
85.3,18.01,0.3551,1.34,141.5,231.3,36.47,0,1,0,1,0,62.6,high
85.6,9.01,0.4649,0.83,127.6,234.9,12.07,0,0,0,1,0,45.7,medium
291.4,11.65,0.414,4.27,39.6,212.7,16.86,1,1,1,1,1,62.4,high
295.0,5.34,0.3662,6.65,160.9,378.6,43.51,1,0,1,1,0,54.5,high
162.3,8.83,0.1998,5.93,99.1,225.3,36.3,1,0,0,0,0,42.8,medium
249.4,7.4,0.3617,6.84,20.4,325.9,35.78,1,1,0,1,0,44.6,medium
217.4,13.45,0.4025,5.4,94.6,325.1,13.81,1,1,1,1,0,62.1,high
88.1,19.71,0.3791,3.34,112.9,239.7,39.7,1,1,0,1,0,58.8,high
131.2,16.45,0.3416,6.65,32.4,399.7,18.24,1,1,0,1,0,48.9,medium
135.3,4.65,0.0331,3.27,47.2,269.5,20.37,0,0,0,0,0,37.9,medium
203.0,11.98,0.3333,2.78,198.8,381.0,14.73,1,1,1,1,0,67.0,high
199.2,2.26,0.2444,3.41,176.8,389.7,6.51,1,0,1,0,0,37.8,medium
281.6,5.69,0.4812,5.79,44.0,389.8,21.31,1,0,1,1,0,48.3,medium
249.6,4.27,0.3075,6.47,124.5,350.6,1.34,1,0,1,1,0,55.1,high
265.6,7.38,0.308,2.82,88.3,250.8,23.07,1,1,0,1,1,55.8,high
273.9,13.9,0.4971,3.5,117.9,224.1,36.39,1,1,1,1,1,65.0,high
252.3,10.49,0.0559,6.34,104.7,314.0,48.06,1,1,0,1,1,50.4,high
139.9,18.73,0.1454,0.81,28.7,272.0,4.39,0,1,0,1,0,36.6,medium
111.6,5.04,0.3315,5.6,76.8,366.2,14.42,0,0,0,1,0,31.6,medium
197.2,7.92,0.1645,3.45,42.6,349.0,24.96,0,0,0,0,0,35.7,medium
225.5,7.27,0.1796,2.95,108.0,255.3,8.93,1,1,0,0,1,49.7,medium
152.8,5.48,0.4474,3.4,183.3,203.4,6.28,1,0,0,0,0,62.7,high
263.6,19.87,0.2939,3.22,199.2,247.5,22.89,1,0,1,0,1,76.1,critical
290.5,8.36,0.0604,5.42,190.0,313.4,29.25,1,1,0,0,1,59.4,high
196.7,18.87,0.1623,6.53,197.4,215.8,41.1,1,1,0,0,1,67.4,high
169.6,8.42,0.0473,3.69,22.7,331.7,49.89,0,0,0,0,0,38.6,medium
262.3,4.88,0.2825,5.91,151.3,334.3,38.83,1,0,1,0,0,61.2,high
65.8,3.26,0.0949,5.26,69.1,233.9,11.46,0,0,1,1,0,27.5,low
91.0,17.26,0.43,2.65,175.8,319.3,37.52,0,1,0,0,1,61.4,high
263.0,1.61,0.2929,4.32,166.5,321.4,27.09,1,0,1,0,1,47.8,medium
235.7,19.32,0.0391,4.83,96.3,295.6,22.82,1,1,0,0,1,63.0,high
159.9,8.95,0.1574,0.65,105.2,390.6,46.82,0,0,0,1,0,35.6,medium
273.3,5.7,0.312,3.07,67.7,221.6,35.25,1,0,1,1,1,54.4,high
144.3,12.73,0.1744,6.95,72.0,281.3,34.24,0,1,0,0,0,43.8,medium
212.1,3.53,0.2615,4.64,196.6,376.6,1.08,1,0,1,1,0,48.4,medium
212.2,2.37,0.4556,2.67,180.0,277.3,43.32,1,0,1,1,1,56.0,high
104.2,16.73,0.1815,2.13,54.5,284.9,39.77,0,1,0,0,0,48.1,medium
128.4,9.07,0.1746,1.86,69.6,333.7,15.3,0,0,1,1,0,46.0,medium
279.8,10.85,0.4117,3.11,39.6,333.1,14.96,1,1,1,1,0,59.0,high
104.0,4.36,0.1662,1.76,198.0,204.6,3.15,0,0,0,1,0,57.7,high
101.7,2.17,0.0482,1.38,183.3,291.1,3.02,0,0,0,1,0,37.3,medium
175.1,7.99,0.0987,2.87,119.4,266.7,33.6,0,0,0,0,0,55.3,high
82.1,10.62,0.4749,4.45,144.7,325.5,9.72,0,0,0,0,0,50.4,high
274.7,15.54,0.4673,1.45,154.6,311.1,46.22,1,1,1,1,1,76.2,critical
84.0,10.52,0.1202,0.79,56.7,330.2,42.2,0,1,0,0,0,31.4,medium
208.0,15.87,0.2812,0.73,188.2,330.8,17.77,1,1,1,1,1,69.2,high
141.5,3.19,0.0773,2.24,114.8,251.0,19.31,1,0,0,0,0,38.9,medium
253.0,2.22,0.3406,1.74,36.6,249.3,16.7,1,0,1,0,1,37.1,medium
201.6,4.02,0.1008,4.01,91.5,274.1,5.07,1,0,0,0,0,44.6,medium
153.2,15.67,0.0344,3.46,128.3,248.4,2.06,0,1,0,0,0,46.7,medium
296.1,15.43,0.4142,2.61,83.5,336.6,22.88,1,1,1,1,1,71.4,high
75.9,3.69,0.1694,5.92,145.9,320.6,47.18,0,0,0,0,0,36.1,medium
198.7,1.59,0.0632,3.78,178.8,243.3,45.9,1,0,0,0,1,54.0,high
297.5,14.02,0.4186,1.09,158.9,376.8,40.59,1,1,1,1,1,68.1,high
225.8,17.25,0.3836,2.42,135.7,292.1,31.62,1,1,1,1,0,64.5,high
237.5,15.33,0.345,6.83,112.2,225.4,42.88,1,1,1,1,1,73.1,high
67.7,4.85,0.4565,6.85,65.8,242.6,26.0,0,0,0,1,0,29.1,low
65.1,12.09,0.2497,2.16,101.9,308.0,9.42,0,1,0,0,0,34.4,medium
68.7,15.39,0.0727,1.59,72.7,267.7,34.37,1,1,0,1,0,40.8,medium
298.0,5.86,0.0401,3.72,188.1,370.2,46.07,1,0,0,0,1,57.6,high
295.1,11.03,0.166,3.63,183.3,298.9,1.47,0,1,0,0,1,69.5,high
140.3,6.97,0.0525,3.17,48.0,383.1,12.95,0,0,0,0,0,31.9,medium
129.8,5.29,0.2724,3.94,168.1,220.4,13.64,0,1,0,0,0,51.3,high
95.0,19.42,0.0171,2.01,146.5,333.7,5.4,1,1,0,0,0,50.9,high
139.0,18.34,0.2274,1.25,195.5,377.2,11.66,0,1,0,1,1,62.0,high
148.8,9.47,0.0974,4.21,103.4,258.6,19.51,0,0,0,0,0,44.0,medium
239.6,3.6,0.1905,6.56,150.0,227.1,47.02,1,0,1,0,1,53.9,high
267.9,14.83,0.3408,1.4,113.2,291.3,43.08,1,1,0,1,1,60.6,high
239.2,5.86,0.182,5.08,32.5,392.3,47.33,0,0,1,0,0,42.2,medium
215.2,4.2,0.1773,3.35,28.4,326.7,6.47,0,0,0,1,0,41.1,medium
243.8,8.25,0.4955,2.41,42.0,328.8,1.89,1,0,1,1,0,54.7,high
237.2,11.07,0.3622,6.05,73.3,334.3,5.94,0,1,1,1,1,57.4,high
