temperature_C,pressure_atm,catalyst_type,catalyst_conc_mol_L,scale_mL,time_min,conversion_pct,yield_pct,rate_constant,activation_energy_J_mol,heat_dissipation_W_m2
191.0,10.69,H2SO4,0.068,50000,30.3,97.78,91.31,332.339605,71546.0,865.2
188.5,2.96,p-TSA,0.0866,5000,27.5,99.5,89.33,389.045333,78199.0,822.7
101.0,6.82,p-TSA,0.0648,2000,23.2,64.05,62.18,2.768506,75803.0,639.1
185.2,8.68,Amberlyst-15,0.0868,50000,110.9,97.53,92.14,216.860252,75274.0,888.7
134.8,6.64,Ti(OBu)4,0.0338,5000,42.2,96.57,89.6,9.354617,77949.0,702.1
183.7,8.27,Ti(OBu)4,0.0568,2000,71.4,99.5,95.67,168.794403,75295.0,782.2
80.3,14.95,p-TSA,0.0505,1000000,156.5,75.25,69.61,0.652689,75439.0,649.0
185.0,2.89,Amberlyst-15,0.011,500000,82.1,93.92,87.9,28.306376,75263.0,926.3
249.9,10.46,H2SO4,0.0601,50000,165.7,98.2,86.44,2357.041315,76127.0,1086.3
69.2,6.54,p-TSA,0.0695,500000,94.6,37.39,34.27,0.342913,74015.0,641.1
245.7,2.86,Ti(OBu)4,0.0633,2000,77.8,98.62,88.16,1898.777477,74571.0,991.2
137.3,3.22,Ti(OBu)4,0.0763,500000,137.6,92.17,87.47,20.477426,76621.0,810.1
225.4,14.29,Ti(OBu)4,0.0614,500000,22.4,96.92,89.93,998.889028,75555.0,1067.7
208.7,13.31,H2SO4,0.016,500,25.2,99.5,90.56,148.98694,74772.0,846.0
167.7,13.7,Ti(OBu)4,0.0205,2000,120.8,99.11,91.85,32.37643,72199.0,747.4
200.3,14.88,H2SO4,0.0637,500000,92.8,93.21,83.98,433.966012,77996.0,977.6
226.9,3.92,H2SO4,0.0347,5000,144.4,99.5,96.76,560.526336,73677.0,1007.3
136.8,5.98,H2SO4,0.0172,2000,165.8,98.1,86.86,5.596602,76974.0,760.7
122.1,10.37,p-TSA,0.0487,500,76.0,99.32,95.99,9.005176,75352.0,654.9
186.8,7.77,H2SO4,0.0599,50000,111.4,99.5,92.65,216.539478,72413.0,897.9
213.5,6.86,Amberlyst-15,0.0396,1000000,95.1,93.99,88.53,326.060046,77505.0,1042.8
204.8,6.01,Ti(OBu)4,0.0748,500000,176.9,96.61,87.94,502.980568,75509.0,1006.5
211.6,9.31,p-TSA,0.0679,5000,151.3,99.34,97.03,764.052231,77671.0,912.7
142.8,9.06,Ti(OBu)4,0.04,500,165.0,99.5,90.36,17.496971,74635.0,705.1
215.4,3.26,H2SO4,0.0779,2000,53.2,99.5,93.42,809.523379,76408.0,909.8
82.8,7.6,p-TSA,0.0684,1000000,141.3,84.07,82.34,0.986986,71475.0,697.6
163.5,8.75,Amberlyst-15,0.0674,1000000,55.1,95.46,92.41,69.91047,74000.0,872.8
61.1,8.98,H2SO4,0.0598,500000,45.5,9.15,8.54,0.136651,72454.0,623.9
121.7,3.94,Ti(OBu)4,0.011,500,170.5,99.5,97.41,1.508621,74250.0,663.1
129.6,11.39,Amberlyst-15,0.0727,500,13.3,93.75,89.07,13.813608,75944.0,658.1
135.3,1.35,H2SO4,0.0438,5000,174.1,99.5,89.64,11.595253,73791.0,732.1
192.1,5.97,Amberlyst-15,0.0948,50000,35.4,98.23,90.43,326.827357,76728.0,906.8
133.8,11.92,H2SO4,0.0836,50000,149.3,98.05,89.56,24.575447,73287.0,737.7
145.3,8.89,p-TSA,0.0629,50000,56.9,98.68,90.23,35.443601,76770.0,790.9
105.1,4.66,H2SO4,0.0327,1000000,69.6,79.58,76.08,1.654626,77620.0,732.2
130.9,10.73,p-TSA,0.0283,1000000,46.8,92.06,86.39,8.033104,77027.0,794.7
103.2,8.94,H2SO4,0.0406,2000,109.5,95.68,84.56,1.77505,74312.0,659.2
73.9,12.15,H2SO4,0.0529,1000000,69.2,29.22,28.27,0.352583,70749.0,672.2
174.7,11.29,Ti(OBu)4,0.0366,1000000,121.8,93.95,85.47,76.788699,76164.0,914.4
187.0,9.54,Amberlyst-15,0.0563,500,12.7,98.14,96.14,182.618763,74750.0,850.9
177.7,7.83,Amberlyst-15,0.0249,2000,20.9,98.38,95.96,47.126669,73043.0,833.8
148.1,2.86,Amberlyst-15,0.098,500,26.9,99.11,96.53,44.841489,73887.0,694.0
132.2,4.66,H2SO4,0.0197,5000,81.2,94.75,91.07,4.829185,77869.0,728.2
224.0,6.87,H2SO4,0.0939,5000,148.5,99.5,89.76,1378.107018,72725.0,938.0
158.6,9.39,H2SO4,0.0922,2000,161.0,99.5,92.86,86.653507,75937.0,740.8
151.0,8.19,p-TSA,0.0573,2000,51.6,99.5,89.79,44.462493,75436.0,756.9
64.9,5.03,p-TSA,0.0752,1000000,107.6,33.47,30.32,0.259725,74285.0,652.5
124.8,1.09,Ti(OBu)4,0.0492,5000,140.6,98.42,92.62,7.233526,76289.0,699.3
132.2,7.95,H2SO4,0.0667,500000,59.1,94.87,83.87,16.391292,78264.0,846.2
135.8,5.0,Amberlyst-15,0.0407,50000,79.5,97.13,94.9,9.344055,74408.0,801.7
170.2,11.28,Amberlyst-15,0.0371,1000000,99.1,94.99,92.32,55.174354,74514.0,909.1
161.4,1.34,Ti(OBu)4,0.062,50000,32.9,95.74,87.9,56.964698,76244.0,853.0
175.5,9.19,Amberlyst-15,0.0548,5000,14.4,99.5,92.69,104.484672,76836.0,789.9
205.3,14.18,Ti(OBu)4,0.0622,50000,36.0,94.77,87.81,489.156248,74745.0,961.8
214.5,3.44,H2SO4,0.0358,500000,116.6,96.58,93.51,340.140484,74389.0,1025.6
196.4,7.6,Amberlyst-15,0.043,500000,22.5,95.35,90.47,201.899064,70565.0,987.4
241.5,2.28,H2SO4,0.0176,500,42.2,99.5,90.33,451.854153,73444.0,929.9
63.5,9.76,p-TSA,0.0147,2000,67.4,5.55,5.13,0.047455,72721.0,586.2
97.2,8.71,Amberlyst-15,0.0328,50000,23.2,27.05,24.97,0.789679,76369.0,650.9
61.4,6.7,p-TSA,0.0167,500000,42.6,2.47,2.41,0.03735,74512.0,667.7
183.0,8.3,Amberlyst-15,0.0193,2000,164.9,99.16,89.0,45.902809,74434.0,791.7
230.6,13.55,H2SO4,0.0832,2000,13.3,97.38,86.57,1724.957144,74982.0,956.7
106.3,3.75,Ti(OBu)4,0.0135,500,121.1,71.97,69.67,0.669756,73260.0,617.9
236.1,1.32,H2SO4,0.0693,2000,75.3,96.42,93.49,1274.523264,78106.0,957.0
71.5,13.06,H2SO4,0.0345,2000,124.4,30.35,29.35,0.201078,77596.0,528.8
237.5,9.08,H2SO4,0.0884,1000000,110.1,95.19,88.63,2245.845742,78236.0,1098.1
126.8,13.47,Amberlyst-15,0.0536,5000,48.0,98.89,93.55,9.903388,76367.0,710.0
79.3,9.36,Ti(OBu)4,0.0375,500,154.0,53.42,50.02,0.308975,74941.0,586.8
152.3,12.34,p-TSA,0.0566,500,93.6,99.5,88.25,51.512717,78229.0,689.6
108.8,7.02,H2SO4,0.0444,50000,149.8,97.76,91.85,2.808531,73638.0,690.2
114.1,11.5,Amberlyst-15,0.0608,2000,79.0,98.69,86.98,5.062639,73258.0,658.9
118.4,13.78,p-TSA,0.0203,50000,177.4,96.03,87.63,2.903281,73797.0,723.2
212.6,9.01,H2SO4,0.0997,1000000,141.0,94.43,91.9,1035.557137,76046.0,1028.4
162.4,3.53,p-TSA,0.0483,500000,174.2,94.69,86.21,63.605202,73476.0,923.2
119.1,4.76,H2SO4,0.0413,2000,97.4,98.09,95.54,4.517434,74689.0,578.3
176.0,3.78,p-TSA,0.0739,500000,90.5,95.76,86.66,175.011585,71796.0,906.9
196.1,4.46,p-TSA,0.0428,5000,138.4,99.5,90.69,216.851329,75962.0,822.8
111.8,5.29,Ti(OBu)4,0.085,1000000,159.6,93.93,88.56,6.144363,71966.0,743.6
138.6,8.77,Ti(OBu)4,0.0509,2000,173.9,98.62,94.3,19.035356,73136.0,783.6
83.2,9.23,H2SO4,0.0748,50000,65.2,60.24,56.03,0.839449,77434.0,660.8
94.4,6.97,Amberlyst-15,0.0197,50000,145.8,60.85,58.92,0.416297,77361.0,699.5
189.4,9.62,Ti(OBu)4,0.0862,2000,45.8,99.5,87.96,345.493257,75749.0,836.2
94.5,2.14,p-TSA,0.0762,50000,102.7,90.36,87.85,2.016951,75551.0,693.9
159.8,2.23,Ti(OBu)4,0.0291,2000,40.6,98.3,88.43,25.948436,73938.0,711.5
194.7,3.41,Ti(OBu)4,0.0231,500,69.1,99.5,96.36,97.126052,73454.0,852.9
80.3,8.25,H2SO4,0.0385,50000,168.3,62.14,57.17,0.361374,74276.0,611.1
167.8,4.0,Ti(OBu)4,0.0978,2000,34.8,97.87,94.27,130.252801,71973.0,768.6
108.7,4.97,Ti(OBu)4,0.0331,2000,117.5,97.39,92.24,1.910485,75505.0,652.1
243.0,6.6,p-TSA,0.0511,50000,110.8,98.36,88.29,1603.927952,75098.0,1051.8
151.9,12.37,Ti(OBu)4,0.0127,500,30.5,99.35,96.55,9.087306,73133.0,717.2
213.1,1.19,p-TSA,0.0458,50000,65.4,95.8,86.65,510.182128,78137.0,926.9
164.5,10.09,Ti(OBu)4,0.0614,2000,105.7,99.5,89.99,76.874949,76214.0,779.4
68.2,10.36,Ti(OBu)4,0.0958,500,41.8,21.99,21.15,0.344758,76384.0,534.4
180.3,12.18,Amberlyst-15,0.0565,500000,146.1,96.62,86.05,135.841147,74025.0,919.7
240.8,14.06,Ti(OBu)4,0.0837,5000,175.3,99.5,89.77,2339.153822,74997.0,1026.3
174.3,1.28,p-TSA,0.0592,50000,46.5,93.09,86.61,114.460909,76255.0,844.5
215.6,3.15,p-TSA,0.0137,1000000,41.8,95.22,91.7,162.544881,75306.0,1039.3
228.0,13.41,H2SO4,0.0384,2000,87.3,96.49,86.34,714.039082,78204.0,981.1
103.3,7.42,H2SO4,0.0618,500,137.1,99.5,93.01,2.698967,74592.0,572.8
100.3,8.9,Amberlyst-15,0.0956,500,57.9,94.22,89.61,3.112947,73991.0,617.3
176.1,10.28,p-TSA,0.0873,500000,13.4,96.62,93.34,212.577087,76269.0,984.4
138.1,10.51,p-TSA,0.0306,50000,102.0,96.95,94.38,11.54733,72471.0,785.3
219.6,14.04,p-TSA,0.0298,1000000,172.6,93.84,89.95,507.817374,76849.0,1033.1
231.0,14.96,Amberlyst-15,0.0281,500,76.5,98.62,93.22,475.18768,72399.0,889.3
127.2,11.08,p-TSA,0.093,500000,81.4,97.88,90.38,20.299772,76277.0,842.0
105.0,5.02,H2SO4,0.0867,2000,174.7,99.5,88.68,3.790468,73703.0,665.9
208.3,13.32,Amberlyst-15,0.0797,500000,128.1,98.42,93.59,610.344007,75953.0,1049.2
112.2,1.69,H2SO4,0.0453,50000,132.3,97.0,94.99,3.264443,76815.0,714.5
216.3,4.24,H2SO4,0.0554,500000,105.7,95.93,91.49,598.112942,75307.0,1056.8
140.5,13.56,Amberlyst-15,0.0518,500,175.7,99.5,87.73,21.18607,72601.0,684.8
186.8,4.59,Ti(OBu)4,0.0328,500,127.1,99.5,92.5,109.059136,73206.0,775.5
78.2,4.09,Ti(OBu)4,0.0555,5000,162.2,63.66,59.93,0.382837,73543.0,614.1
178.5,2.93,H2SO4,0.0127,500000,128.9,95.63,90.75,26.893339,71210.0,980.3
145.8,13.03,Ti(OBu)4,0.0219,2000,135.0,97.91,93.21,13.261333,77255.0,699.0
171.5,8.0,p-TSA,0.0898,1000000,59.4,95.71,89.57,194.61108,75220.0,897.5
91.9,10.45,Amberlyst-15,0.0777,1000000,61.6,74.52,67.25,1.524755,72729.0,731.0
200.0,4.35,H2SO4,0.0481,50000,143.1,97.43,94.92,275.155475,77911.0,963.6
223.9,11.61,p-TSA,0.0565,5000,60.4,99.5,94.49,1067.075597,73597.0,910.8
101.2,11.64,Ti(OBu)4,0.0433,500000,105.7,90.94,82.18,1.605747,75501.0,744.7
78.2,5.38,p-TSA,0.0767,2000,52.4,45.97,41.94,0.695171,73349.0,542.8
64.5,6.75,Ti(OBu)4,0.0806,5000,148.9,44.03,42.81,0.217376,70963.0,567.2
182.0,3.94,H2SO4,0.0787,500,28.8,99.5,96.39,199.851141,72271.0,765.9
175.3,14.67,p-TSA,0.075,50000,151.0,98.73,90.88,199.805032,74103.0,896.5
163.9,10.04,Amberlyst-15,0.0284,500000,112.5,95.04,84.0,33.835826,76797.0,889.9
104.1,14.08,H2SO4,0.0404,1000000,41.8,73.83,65.33,2.117361,75693.0,732.1
134.3,5.25,p-TSA,0.0523,2000,102.1,97.12,88.22,17.754124,75280.0,702.6
173.0,11.95,p-TSA,0.0398,500,58.0,99.5,93.82,85.423888,70980.0,709.2
154.4,11.72,Ti(OBu)4,0.0779,5000,65.0,98.91,92.82,61.087694,77540.0,754.1
247.7,10.68,H2SO4,0.0396,50000,69.8,97.04,91.54,1334.023527,75447.0,1064.3
85.9,14.52,H2SO4,0.0224,5000,20.8,12.95,12.32,0.334179,74761.0,546.6
192.1,6.51,H2SO4,0.0459,1000000,177.6,93.24,82.23,188.625859,77265.0,903.1
136.8,2.83,H2SO4,0.0982,5000,15.4,99.5,88.61,29.284217,77495.0,656.8
141.4,10.4,Ti(OBu)4,0.0303,2000,122.6,99.5,91.14,12.470799,77309.0,758.3
196.3,11.21,Amberlyst-15,0.0651,500,73.1,99.5,89.1,295.939099,74506.0,823.5
191.6,9.05,H2SO4,0.049,500000,119.8,95.28,84.56,190.732202,72993.0,947.9
248.3,3.9,Ti(OBu)4,0.0164,2000,70.6,99.5,93.94,553.723956,76978.0,1014.3
84.4,8.06,Amberlyst-15,0.0539,1000000,124.5,69.23,66.56,0.578654,72270.0,698.9
79.8,5.37,Amberlyst-15,0.0732,50000,134.0,68.52,65.46,0.516035,78895.0,642.5
197.6,6.98,Ti(OBu)4,0.0562,1000000,127.4,95.26,91.62,293.895355,75056.0,994.8
169.9,10.03,H2SO4,0.0885,1000000,29.4,95.08,90.0,154.149539,72878.0,910.6
112.1,11.43,Amberlyst-15,0.036,5000,121.7,99.5,94.88,2.503503,72536.0,674.0
75.1,4.25,H2SO4,0.0178,50000,57.6,9.03,8.19,0.109152,72445.0,645.9
76.3,6.67,H2SO4,0.0943,2000,14.9,14.85,14.54,0.618151,75281.0,550.2
229.9,4.77,p-TSA,0.044,1000000,80.5,97.24,87.36,938.094334,74987.0,1060.9
96.5,3.78,H2SO4,0.0619,2000,83.7,89.71,80.87,1.589174,72528.0,595.9
121.4,11.97,p-TSA,0.0813,500000,89.4,97.21,88.35,13.240519,74287.0,719.6
103.1,13.73,Amberlyst-15,0.0392,5000,129.8,94.29,92.17,1.691364,72264.0,651.1
127.4,6.18,Ti(OBu)4,0.0745,2000,62.5,98.79,96.7,13.994063,76179.0,647.4
73.2,11.52,p-TSA,0.0222,50000,63.6,16.76,16.08,0.165259,74891.0,636.8
158.6,13.56,Ti(OBu)4,0.0362,1000000,20.3,94.03,88.66,38.862174,74243.0,893.8
72.8,12.85,Amberlyst-15,0.023,500000,126.8,20.67,19.27,0.115013,72424.0,670.2
212.1,3.56,H2SO4,0.083,50000,106.5,97.39,95.15,691.813099,74400.0,986.1
104.4,14.39,Amberlyst-15,0.03,5000,69.4,77.09,73.2,1.478496,74171.0,618.2
162.6,6.27,Ti(OBu)4,0.0746,500000,129.9,94.88,92.46,87.024007,75635.0,902.5
227.2,5.75,Amberlyst-15,0.0949,500000,101.4,95.67,87.22,1286.279411,75334.0,1061.0
183.7,1.87,H2SO4,0.0575,500000,89.8,95.57,87.29,165.587105,76584.0,938.6
161.3,7.81,Amberlyst-15,0.0586,1000000,96.9,96.97,93.62,54.2725,74031.0,875.3
121.6,2.53,H2SO4,0.0515,500,118.2,99.5,89.05,6.927362,71279.0,656.9
123.3,4.48,p-TSA,0.0393,500000,122.2,94.22,91.82,6.288822,76982.0,814.2
187.2,5.44,Ti(OBu)4,0.0528,50000,59.1,97.17,90.44,188.768861,73128.0,906.4
248.9,12.32,H2SO4,0.0643,50000,33.9,98.01,95.33,2603.714518,72786.0,1025.1
185.7,13.26,H2SO4,0.0987,5000,36.6,99.5,90.91,395.143132,74914.0,833.5
166.0,5.23,Amberlyst-15,0.0944,2000,118.7,99.5,94.68,103.709623,75605.0,778.2
198.8,13.02,p-TSA,0.0876,2000,158.4,99.5,92.36,648.095525,73938.0,882.8
148.4,13.0,H2SO4,0.09,500,79.6,99.5,93.8,54.860215,73923.0,658.4
71.4,11.71,p-TSA,0.0521,1000000,38.8,18.57,17.28,0.328992,74218.0,661.7
166.8,3.05,p-TSA,0.0692,1000000,138.6,93.66,91.48,109.958584,77833.0,905.0
241.9,10.66,Amberlyst-15,0.0906,500000,151.5,95.79,90.92,2592.145054,74995.0,1087.3
93.3,14.23,H2SO4,0.0454,500,159.7,97.95,88.66,1.216183,73064.0,529.2
191.1,10.56,Amberlyst-15,0.0966,5000,113.2,98.19,95.34,374.972338,73084.0,856.2
98.2,5.64,Ti(OBu)4,0.0474,5000,156.3,96.2,87.48,1.377684,74498.0,621.1
161.8,8.01,Ti(OBu)4,0.0641,2000,12.6,98.73,90.55,71.367412,75476.0,738.4
78.4,10.04,H2SO4,0.0739,5000,28.2,21.97,19.56,0.623014,75968.0,577.3
145.6,8.15,p-TSA,0.0956,500000,25.7,95.53,92.66,56.56676,75248.0,832.6
203.7,2.68,H2SO4,0.032,50000,131.1,97.45,88.55,206.742702,73316.0,959.0
126.0,5.37,H2SO4,0.0772,5000,21.8,96.89,87.78,12.8726,74152.0,673.5
186.3,12.23,Ti(OBu)4,0.0569,500,94.4,98.27,95.52,200.746665,76468.0,803.5
211.1,13.06,Ti(OBu)4,0.0342,500000,90.4,94.18,90.46,326.734664,72708.0,988.5
236.2,2.92,p-TSA,0.0799,5000,62.8,99.5,88.96,1938.054887,74068.0,957.4
104.6,14.33,p-TSA,0.0597,1000000,158.0,98.0,93.78,3.955186,76195.0,770.4
135.9,5.6,H2SO4,0.0695,5000,39.0,99.5,96.64,20.581455,76751.0,731.7
89.0,10.27,Amberlyst-15,0.0391,1000000,69.9,46.17,40.99,0.617387,74614.0,709.9
248.6,11.53,H2SO4,0.0533,500000,141.6,96.78,93.15,1882.893702,74178.0,1098.3
236.1,12.37,p-TSA,0.0656,5000,15.2,97.51,91.14,1948.657284,72356.0,931.7
162.6,14.24,Amberlyst-15,0.0464,1000000,124.4,94.18,89.18,53.158413,76051.0,948.6
220.0,5.38,Ti(OBu)4,0.0279,50000,148.8,96.31,89.5,326.377423,77638.0,1005.5
159.0,13.02,p-TSA,0.0965,2000,168.5,99.5,94.5,132.720723,80130.0,782.0
178.5,2.84,p-TSA,0.056,500000,159.0,96.94,85.64,127.562501,75773.0,883.3
76.9,10.87,Amberlyst-15,0.0761,1000000,64.3,39.7,37.96,0.527001,74898.0,674.5
203.5,11.39,p-TSA,0.047,500,109.7,99.5,87.89,414.729794,73160.0,833.7
84.3,10.49,p-TSA,0.042,5000,23.1,22.19,20.53,0.655474,71242.0,537.7
217.0,4.53,p-TSA,0.0466,1000000,53.8,95.9,85.84,598.806357,75354.0,1069.1
208.6,13.22,p-TSA,0.0468,1000000,26.0,96.81,93.17,515.636247,79701.0,1065.1
194.7,3.36,p-TSA,0.059,1000000,63.6,93.12,84.87,318.783795,77542.0,1048.5
66.9,1.75,p-TSA,0.0589,2000,158.8,42.39,39.23,0.203108,77233.0,500.9
117.6,11.04,p-TSA,0.0547,500,69.0,98.37,90.79,7.341923,75491.0,632.5
110.0,7.66,p-TSA,0.0221,500,105.5,95.29,91.22,1.730867,75719.0,649.6
128.4,12.89,Ti(OBu)4,0.0546,50000,83.7,96.66,89.71,10.827901,70153.0,748.4
76.7,6.37,p-TSA,0.0252,2000,88.0,25.81,24.75,0.213756,76525.0,539.7
238.0,3.36,Ti(OBu)4,0.0214,1000000,174.8,93.85,83.28,455.741207,73841.0,1039.1
165.2,12.71,Ti(OBu)4,0.0939,500000,60.3,93.27,83.86,119.705436,73597.0,932.0
118.0,8.68,H2SO4,0.0644,2000,116.6,95.96,89.73,7.115398,74353.0,659.6
135.4,3.65,H2SO4,0.0694,2000,81.4,98.9,96.4,18.416356,74286.0,681.7
145.0,11.09,Ti(OBu)4,0.0462,500,20.4,99.31,88.14,24.033741,73565.0,705.9
174.1,8.16,Ti(OBu)4,0.0918,50000,93.2,95.99,84.88,177.899667,75028.0,874.8
158.0,9.46,p-TSA,0.0674,50000,148.3,98.98,88.66,80.643434,73883.0,834.9
234.7,7.45,H2SO4,0.0792,2000,26.8,97.81,92.34,1697.787154,75201.0,945.2
154.4,12.6,Amberlyst-15,0.0432,2000,21.8,99.5,91.53,32.966071,72026.0,799.8
248.5,12.61,H2SO4,0.0964,5000,36.1,99.5,95.77,4258.944489,74572.0,1002.2
221.8,10.93,Ti(OBu)4,0.0838,1000000,139.9,92.12,81.73,1199.015015,72807.0,1103.0
99.6,2.48,Ti(OBu)4,0.0869,500,133.1,99.5,89.51,2.792146,73717.0,600.9
236.8,12.74,p-TSA,0.0255,1000000,106.1,94.45,85.95,791.048753,75287.0,1102.6
82.1,10.39,p-TSA,0.0344,500000,89.6,42.22,39.8,0.416159,71792.0,686.8
215.3,10.76,H2SO4,0.0357,500000,161.0,93.33,88.53,426.005389,73355.0,1052.5
132.3,6.08,p-TSA,0.0344,50000,140.3,98.16,87.6,9.800025,76138.0,769.1
226.8,13.31,Amberlyst-15,0.087,500,148.0,99.5,96.95,1347.940646,72174.0,874.0
224.9,11.16,Amberlyst-15,0.0129,1000000,148.3,96.4,88.12,174.238295,78556.0,1033.4
213.1,2.58,p-TSA,0.0168,50000,119.3,97.49,92.74,185.048637,77409.0,980.4
210.1,6.71,Amberlyst-15,0.0347,500000,87.9,95.47,89.02,248.437925,74011.0,983.0
117.9,13.41,Amberlyst-15,0.028,2000,157.0,99.5,89.78,3.197509,73426.0,657.9
75.4,1.66,H2SO4,0.0309,500,167.4,43.23,41.7,0.184178,75404.0,555.1
136.6,14.46,Amberlyst-15,0.0818,500,14.0,98.8,95.03,23.071686,72105.0,685.5
93.0,10.51,Ti(OBu)4,0.0607,1000000,18.8,30.5,28.05,1.353969,70996.0,710.8
192.0,9.84,Ti(OBu)4,0.0105,5000,173.0,95.35,89.52,44.653436,74081.0,907.3
125.8,4.79,H2SO4,0.0486,1000000,57.1,96.99,87.85,9.016125,74732.0,830.8
245.4,4.48,p-TSA,0.0467,2000,158.5,99.03,93.97,1556.222443,75189.0,1009.0
181.8,14.19,H2SO4,0.0203,2000,76.1,99.37,90.52,63.217851,73771.0,751.5
216.3,5.18,p-TSA,0.0709,50000,30.2,94.31,90.96,865.275057,77548.0,985.6
85.2,11.86,p-TSA,0.0732,500,23.7,36.93,33.3,1.24432,72010.0,573.2
223.8,6.5,p-TSA,0.0749,50000,36.6,96.56,85.11,1238.361477,72723.0,1045.4
235.3,2.95,p-TSA,0.0756,2000,52.5,99.41,90.15,1712.106636,75973.0,909.4
152.5,1.15,p-TSA,0.01,5000,93.0,97.9,88.02,7.29941,72677.0,802.5
175.2,8.62,H2SO4,0.0959,500,129.3,98.44,91.63,202.193543,72599.0,822.3
205.3,14.66,p-TSA,0.0833,2000,177.7,97.92,88.16,779.269323,75247.0,817.8
93.2,6.17,Amberlyst-15,0.0914,5000,85.1,92.27,88.24,1.719529,72893.0,632.4
155.5,6.0,Amberlyst-15,0.0114,1000000,98.1,95.42,86.27,8.334091,74734.0,907.2
135.7,5.82,p-TSA,0.094,500000,98.7,96.42,91.66,31.158862,73600.0,814.5
87.8,8.29,Amberlyst-15,0.0829,2000,101.7,83.65,78.45,1.085156,73277.0,569.9
129.8,7.17,Ti(OBu)4,0.0853,500000,98.0,91.07,89.12,17.182364,70795.0,829.6
73.0,13.32,H2SO4,0.0184,50000,11.5,1.27,1.24,0.111912,75279.0,598.9
64.9,8.08,H2SO4,0.0765,500000,10.3,2.38,2.3,0.213562,72506.0,640.7
85.7,8.11,p-TSA,0.0964,2000,26.6,49.91,47.71,1.682335,74664.0,603.6
243.0,2.94,p-TSA,0.0711,500000,27.3,99.5,91.41,2318.361992,73976.0,1145.0
164.4,14.76,Ti(OBu)4,0.0614,500,129.8,99.5,95.06,90.005839,74587.0,762.1
243.5,4.5,p-TSA,0.0951,2000,44.8,99.5,97.08,3176.068002,74701.0,977.8
142.2,2.03,Amberlyst-15,0.0499,5000,162.1,99.35,87.66,14.570904,75387.0,724.9
119.2,10.28,Ti(OBu)4,0.0639,500000,167.9,94.56,88.29,8.178145,73544.0,752.7
156.2,9.34,Amberlyst-15,0.0529,500,175.9,99.5,89.73,38.219674,77485.0,758.7
143.5,6.81,H2SO4,0.094,50000,169.6,99.5,93.11,40.577161,71305.0,789.1
80.1,6.91,Amberlyst-15,0.0168,50000,56.2,14.04,13.01,0.133125,74547.0,669.7
181.8,11.99,H2SO4,0.0551,500000,96.7,94.64,88.73,178.353065,76672.0,929.5
101.0,3.74,Amberlyst-15,0.0718,50000,39.8,75.23,70.35,2.342065,75954.0,668.1
177.7,12.48,H2SO4,0.0813,5000,147.1,96.36,94.04,217.132943,73050.0,841.9
183.5,10.08,p-TSA,0.0625,2000,161.0,99.5,93.05,224.257612,73384.0,821.6
88.9,6.87,Amberlyst-15,0.0918,500,154.7,99.16,95.65,1.316842,72986.0,521.0
71.7,7.41,H2SO4,0.0948,1000000,83.7,45.94,41.9,0.4809,76198.0,733.7
208.3,4.59,Amberlyst-15,0.0158,500000,139.0,94.5,87.3,106.286898,73520.0,987.0
147.4,11.53,Ti(OBu)4,0.0462,50000,26.6,97.54,90.42,27.221207,75510.0,831.2
71.1,8.18,p-TSA,0.0121,2000,16.8,2.48,2.25,0.070022,75529.0,567.9
249.0,5.49,H2SO4,0.0396,1000000,138.1,95.17,87.36,1423.613176,79737.0,1084.8
71.0,9.34,Ti(OBu)4,0.0583,5000,82.3,30.88,29.02,0.237012,75627.0,532.3
192.1,14.94,Amberlyst-15,0.092,50000,179.2,96.74,90.74,387.154313,73378.0,906.0
246.9,7.09,Ti(OBu)4,0.0862,50000,26.5,98.49,92.94,2722.846245,72080.0,1026.2
105.4,13.89,Amberlyst-15,0.0215,500,155.5,94.46,86.45,1.055171,74448.0,650.4
87.0,5.83,p-TSA,0.0184,5000,91.6,35.94,32.76,0.301179,74762.0,596.5
83.1,1.77,Ti(OBu)4,0.063,5000,150.6,76.34,71.84,0.581179,70579.0,619.3
117.6,3.86,p-TSA,0.0579,500000,148.9,95.12,84.97,6.916822,73572.0,794.4
79.2,6.86,H2SO4,0.034,1000000,165.7,53.93,48.83,0.288578,75595.0,705.9
191.5,4.07,Amberlyst-15,0.091,500,60.6,99.5,87.98,318.533492,73935.0,814.9
71.8,1.0,Amberlyst-15,0.0935,500000,171.5,60.09,53.31,0.344843,76937.0,701.7
156.8,13.81,p-TSA,0.0462,500,35.8,99.5,89.98,56.105468,71883.0,702.2
249.4,12.81,p-TSA,0.0901,5000,23.9,98.0,86.43,4346.195299,76354.0,1060.2
214.7,11.39,H2SO4,0.0446,500,83.4,99.5,90.0,516.495209,76828.0,833.0
176.9,3.35,Ti(OBu)4,0.0763,500,150.8,99.5,94.08,150.850606,76913.0,800.6
118.2,2.69,Amberlyst-15,0.0528,500,90.5,99.43,88.11,4.808923,71868.0,588.3
178.5,1.95,Amberlyst-15,0.021,2000,151.0,99.44,91.85,40.163089,75629.0,801.9
160.1,11.14,H2SO4,0.0935,2000,134.0,99.5,96.65,105.0682,73662.0,768.2
141.0,14.0,H2SO4,0.0509,1000000,45.6,94.19,90.34,23.715799,72188.0,837.8
84.8,7.03,p-TSA,0.0761,1000000,171.3,91.94,83.72,1.216956,74172.0,706.6
228.5,2.67,p-TSA,0.043,5000,20.3,98.39,95.69,756.324832,73190.0,914.5
