temperature_C,pressure_atm,catalyst_ratio_mol_pct,mixing_speed_rpm,residence_time_min,efficiency_pct,yield_pct,cost_per_batch_INR
120.6,6.6,3.517,146,47.7,89.9,87.13,1373
242.6,4.58,1.372,533,99.5,92.59,93.31,1595
203.0,4.68,3.486,504,145.3,99.0,99.0,1678
234.2,4.56,1.544,466,146.3,88.59,84.12,1486
116.8,4.24,3.594,172,57.3,91.51,86.68,1220
75.7,5.48,2.001,125,177.6,69.74,67.1,1154
166.9,8.51,1.209,149,23.7,71.09,68.03,1261
151.8,7.13,4.578,101,15.9,94.66,85.89,1478
196.9,1.89,0.971,567,153.1,74.7,72.42,1344
163.1,6.96,3.928,518,149.2,97.69,94.78,1758
135.3,12.85,0.958,100,131.2,36.59,34.91,1322
60.9,2.41,3.581,423,154.6,70.69,67.14,1245
148.9,14.22,0.997,185,33.4,34.91,35.35,1429
82.9,5.32,2.79,60,26.3,71.64,69.65,1140
235.2,1.2,1.346,211,174.8,71.79,71.64,1223
235.1,4.54,4.4,292,116.1,99.0,99.0,1696
212.7,1.98,2.307,61,166.4,75.64,75.43,1205
90.0,8.93,0.569,228,164.1,53.87,54.58,1069
88.0,5.43,3.327,435,121.0,80.73,80.01,1417
167.0,12.3,2.503,176,116.8,47.07,43.33,1521
198.2,11.26,4.369,317,71.2,69.07,64.04,1828
231.9,7.56,2.449,538,35.3,90.95,83.97,1666
229.9,8.85,2.35,66,126.7,73.56,69.05,1465
89.5,9.52,2.543,482,149.0,73.19,68.99,1436
249.1,4.79,4.369,261,102.6,99.0,98.74,1680
89.8,2.95,3.141,348,18.6,78.24,73.8,1236
219.6,6.27,3.512,177,34.6,97.85,96.6,1577
171.5,2.33,3.742,368,27.3,90.98,91.75,1541
188.9,5.41,4.719,452,121.8,99.0,90.46,1776
174.8,8.74,4.269,161,106.0,91.02,81.92,1602
225.2,8.56,4.673,239,89.3,90.89,91.49,1762
181.0,2.69,2.045,362,102.4,88.58,82.26,1239
221.2,1.12,1.467,279,56.9,72.15,66.26,1229
89.3,2.25,1.415,211,146.8,64.37,60.21,938
224.7,1.51,4.36,298,65.9,92.17,85.01,1582
248.7,6.61,4.238,210,119.5,99.0,98.53,1808
185.7,6.46,3.427,216,76.4,99.0,96.64,1496
245.5,4.38,0.783,386,22.3,90.7,83.45,1321
101.8,4.02,1.931,312,53.7,80.35,77.94,1164
217.6,6.55,3.804,422,174.1,96.28,89.06,1701
92.1,2.21,1.619,511,42.4,74.34,68.67,1231
158.0,4.0,3.308,569,27.8,98.05,95.25,1457
186.2,6.68,2.942,133,59.5,93.57,91.67,1384
185.4,2.33,1.682,394,159.2,83.2,78.34,1344
187.5,12.77,4.705,370,62.0,57.31,56.83,1835
121.0,10.46,1.655,527,81.0,65.1,65.13,1514
245.0,6.36,4.527,543,62.7,99.0,99.0,1872
61.2,3.11,2.934,468,178.1,68.48,66.78,1295
178.0,3.72,0.913,378,180.0,85.36,79.08,1245
224.6,2.68,4.251,160,92.1,98.74,97.73,1527
229.3,3.24,4.061,202,143.4,97.45,88.97,1593
196.8,6.92,4.239,382,47.4,99.0,91.25,1717
169.2,4.44,3.372,127,73.6,99.0,98.99,1310
146.9,13.38,3.702,151,125.5,49.73,50.19,1615
145.4,14.45,4.582,551,58.7,54.51,49.5,1877
140.8,10.68,1.075,576,48.2,63.92,59.92,1454
193.0,12.32,0.874,53,166.8,29.83,29.1,1263
198.9,4.57,1.063,524,51.5,95.74,96.95,1520
157.8,10.31,4.415,566,20.1,75.45,73.07,1848
200.8,1.81,3.033,339,137.7,84.04,83.92,1455
160.4,14.44,1.292,297,51.4,35.0,35.38,1490
78.5,10.38,1.138,555,86.5,63.23,60.84,1386
221.8,5.44,2.504,54,29.0,86.63,85.67,1423
225.4,11.82,4.171,512,21.6,62.92,61.63,2025
110.6,1.22,4.123,213,88.3,83.74,82.11,1273
209.4,6.27,4.331,403,67.3,99.0,95.24,1792
157.1,13.54,3.96,228,96.0,53.66,52.31,1700
83.6,4.68,0.777,338,174.2,66.23,64.01,1073
135.6,10.35,3.741,495,79.3,78.67,76.82,1706
74.5,6.04,2.835,150,112.5,70.35,67.58,1130
209.4,6.49,3.769,415,26.6,99.0,91.74,1607
97.3,11.44,2.679,544,160.6,67.47,66.34,1563
91.2,13.74,2.676,546,147.0,62.78,59.4,1620
99.6,3.33,1.068,542,98.8,68.46,62.66,1163
103.0,4.88,4.574,335,41.2,88.02,88.21,1530
188.1,7.83,2.186,472,82.4,88.12,81.23,1634
181.3,9.59,3.121,296,60.6,80.91,78.07,1643
84.6,7.55,1.432,303,179.1,64.74,63.86,1220
197.6,12.28,2.16,206,93.4,49.07,47.98,1579
126.3,11.75,4.418,207,81.8,67.68,62.22,1659
146.9,6.67,1.443,71,38.7,81.94,75.66,1195
83.7,1.57,1.427,342,50.6,70.82,65.01,1035
194.6,3.72,1.672,220,131.0,94.11,85.52,1308
131.5,7.82,3.086,153,100.9,86.87,81.13,1385
180.1,13.99,2.843,117,70.9,38.72,37.28,1598
141.2,8.95,1.289,241,60.5,69.73,64.2,1313
69.3,8.43,3.614,544,44.1,78.96,80.26,1513
193.7,11.14,4.584,334,15.8,68.6,67.5,1919
165.0,3.13,1.395,356,176.1,85.76,83.19,1220
142.5,3.06,3.528,80,138.0,84.0,82.47,1412
98.3,5.84,3.139,336,167.7,85.79,81.7,1435
178.6,14.93,1.98,417,80.1,33.72,32.25,1655
112.3,13.26,3.28,133,157.8,52.35,52.69,1580
141.5,10.52,1.445,591,53.6,62.42,61.58,1532
70.7,6.48,4.253,553,96.7,83.33,80.88,1566
207.6,8.77,0.6,596,44.4,76.7,77.77,1615
77.1,5.25,3.052,248,141.0,72.71,71.22,1202
229.3,10.44,1.935,502,94.6,63.32,60.02,1693
224.8,6.86,4.466,231,101.2,96.74,87.61,1755
244.5,2.68,2.747,462,156.1,90.02,85.24,1557
232.6,4.01,4.111,571,135.7,99.0,99.0,1671
244.6,9.52,4.657,135,174.3,74.7,67.63,1856
228.6,10.72,2.005,127,78.9,62.03,57.2,1561
81.4,2.34,4.462,107,88.4,84.39,84.14,1232
143.2,12.32,3.768,489,114.6,61.3,57.86,1783
74.5,12.54,0.987,417,87.1,62.98,58.08,1444
163.6,11.12,0.968,337,81.3,52.48,52.37,1477
160.7,10.57,4.178,476,67.9,76.45,73.93,1751
235.2,4.25,2.607,517,151.4,99.0,95.62,1623
244.2,13.87,2.728,572,100.7,44.68,41.79,2023
109.3,4.76,4.511,161,113.3,94.56,92.77,1451
170.6,3.56,4.567,293,44.7,99.0,99.0,1476
148.2,9.94,1.007,558,52.8,60.73,60.12,1449
163.9,6.1,2.181,304,67.8,89.93,87.55,1324
161.0,14.06,4.529,318,89.1,55.43,52.22,1888
233.7,7.44,4.189,568,17.5,96.57,96.82,1848
230.3,3.29,3.745,454,161.0,94.48,91.45,1739
83.3,14.41,0.959,354,163.6,53.81,54.17,1436
125.6,8.22,3.295,247,122.5,85.99,80.01,1438
203.0,8.26,3.118,553,63.7,86.27,84.42,1679
190.0,6.4,1.252,55,75.5,85.19,86.23,1185
179.9,12.7,3.982,227,134.8,57.79,54.6,1775
248.8,5.03,1.904,570,58.7,90.95,92.23,1667
124.0,1.19,3.293,324,113.5,85.88,81.34,1273
157.9,7.96,2.128,393,164.1,80.82,76.98,1336
246.0,13.96,0.88,343,79.8,36.95,36.83,1704
192.2,4.83,2.862,269,109.8,96.56,89.92,1348
183.2,4.73,1.88,416,167.9,89.76,88.38,1298
89.4,11.33,0.821,472,67.9,56.41,52.79,1387
106.9,11.86,1.393,250,139.1,56.7,55.07,1275
131.7,7.1,3.285,375,138.4,97.15,96.49,1505
148.3,12.67,0.956,96,167.8,44.6,40.28,1325
154.5,3.41,0.894,351,156.0,82.48,75.1,1136
231.4,6.14,4.748,461,137.3,99.0,99.0,1863
80.4,6.66,0.984,372,118.2,65.23,65.09,1117
107.2,5.38,2.192,533,51.0,87.43,87.89,1364
87.3,4.05,1.1,207,124.0,67.41,64.22,990
199.7,5.73,4.727,320,57.0,99.0,97.61,1679
244.4,1.25,2.665,98,84.8,78.69,80.25,1309
229.9,10.85,1.0,435,130.6,56.31,53.6,1558
197.4,10.58,3.96,294,124.7,69.03,69.14,1798
64.1,7.3,4.014,342,78.2,78.25,71.17,1397
125.9,5.52,4.555,121,41.1,94.18,90.91,1377
224.1,7.08,3.675,599,92.3,98.04,92.15,1807
184.1,14.11,0.746,475,55.9,30.19,29.06,1577
99.8,9.45,2.976,270,53.4,68.84,62.9,1396
148.6,11.24,2.228,363,65.6,60.08,56.72,1575
76.7,4.21,3.869,390,130.1,81.15,73.78,1330
159.0,2.33,3.159,578,94.5,89.41,85.33,1474
231.2,2.16,3.763,473,73.4,91.2,86.91,1672
67.4,7.61,1.312,242,163.1,58.33,54.8,1138
176.6,11.03,2.467,588,130.2,59.58,60.4,1690
104.3,11.84,2.444,216,94.1,63.92,58.17,1464
248.2,11.09,4.914,367,81.6,71.61,71.54,2049
72.4,13.78,0.586,435,149.2,57.24,53.95,1376
177.3,1.73,4.172,199,39.4,95.16,87.92,1438
108.7,12.97,0.937,576,122.9,51.18,47.74,1480
227.7,10.25,0.862,169,13.6,52.26,52.69,1380
83.2,3.46,1.977,293,11.2,70.38,70.31,1045
141.6,10.55,3.653,149,168.4,65.98,59.51,1535
95.2,8.16,3.553,531,97.4,88.05,80.8,1557
211.9,6.03,3.325,172,63.6,94.74,92.94,1510
126.8,4.47,3.985,69,145.1,94.66,88.8,1315
95.5,7.5,1.546,71,177.4,59.75,60.37,1174
197.9,4.35,3.352,278,15.9,99.0,98.44,1582
215.3,2.16,3.371,338,16.5,88.95,89.4,1446
147.9,12.85,3.445,73,155.3,53.98,49.83,1576
132.0,9.3,3.175,101,104.6,76.4,70.14,1414
180.1,6.09,1.497,104,160.1,88.25,89.3,1278
183.8,7.25,4.614,418,128.1,99.0,93.9,1842
185.5,13.11,4.892,215,90.0,61.47,58.39,1970
112.4,5.48,3.601,359,37.4,99.0,97.23,1465
238.8,6.32,2.498,91,76.3,96.86,91.8,1464
100.6,11.73,2.917,541,143.8,62.21,62.53,1597
131.1,3.81,0.988,217,49.8,79.7,80.9,1208
113.9,10.23,2.135,478,131.1,63.55,59.73,1449
236.9,7.08,4.893,505,52.0,99.0,91.57,1969
217.4,8.0,2.965,593,88.8,92.12,83.74,1755
214.1,12.02,3.023,458,24.5,56.01,51.85,1753
60.9,14.9,4.793,294,87.3,82.32,75.46,1781
190.3,12.64,4.489,134,114.2,49.7,44.9,1689
103.8,3.25,3.059,76,105.8,80.16,72.59,1042
243.9,4.14,1.71,537,79.1,94.4,90.73,1587
160.8,6.74,1.026,296,72.8,88.11,86.78,1259
167.3,11.07,4.386,462,56.8,71.85,73.15,1858
127.7,8.13,4.64,323,140.4,92.19,84.69,1625
162.0,13.63,2.724,534,143.0,45.54,44.8,1802
202.5,1.68,0.925,462,92.1,78.97,76.32,1264
166.8,4.62,3.228,97,75.0,99.0,94.78,1389
181.8,4.07,2.154,464,118.4,99.0,97.68,1480
149.8,11.42,1.21,197,104.8,51.97,48.26,1439
196.1,7.51,4.636,475,123.4,99.0,92.8,1882
230.9,1.21,1.578,572,62.0,77.24,73.09,1436
69.7,11.83,3.7,562,144.0,74.48,68.66,1680
80.4,6.07,2.432,119,63.8,75.45,72.24,1166
190.3,4.65,4.226,80,81.2,99.0,90.67,1504
131.8,3.56,3.654,477,32.5,94.19,88.36,1408
113.5,14.24,1.054,440,155.4,40.82,37.29,1518
93.9,14.19,2.523,147,119.5,58.71,53.09,1470
168.8,2.07,1.669,427,50.0,86.0,81.07,1371
126.0,4.26,3.711,59,154.8,90.23,87.89,1338
156.5,10.05,2.951,397,129.8,70.84,65.05,1616
242.1,10.39,2.031,508,85.2,65.48,66.73,1748
204.1,6.85,1.983,403,178.3,89.52,83.52,1463
211.2,8.96,1.015,86,67.3,71.06,64.15,1427
83.6,10.84,1.462,595,26.9,65.56,59.23,1383
121.7,14.31,3.711,246,134.7,51.07,50.05,1573
80.2,11.15,3.245,259,138.7,66.7,65.39,1494
244.0,2.54,2.1,97,20.0,82.03,82.72,1327
189.6,11.05,4.263,142,149.3,60.78,55.36,1721
63.7,1.95,2.68,199,141.9,71.41,67.5,1063
150.3,8.04,4.075,490,168.0,89.83,90.43,1641
110.1,8.38,4.015,430,30.2,86.41,86.04,1607
162.6,11.9,4.316,371,112.1,63.83,59.23,1783
93.9,1.16,4.324,525,47.3,83.19,83.75,1395
70.8,13.25,3.556,599,77.9,70.54,69.25,1765
121.4,10.29,3.872,262,55.1,72.06,67.14,1609
116.1,1.44,3.996,265,86.4,84.09,76.13,1193
196.2,3.24,1.261,455,29.2,87.89,84.34,1354
150.2,1.55,1.851,404,61.6,80.96,79.79,1288
115.4,11.72,0.969,57,22.1,43.81,40.85,1146
168.4,3.39,1.352,410,93.6,89.35,82.22,1236
73.6,1.64,4.002,446,60.4,84.63,76.93,1369
185.8,2.93,4.762,592,110.4,99.0,99.0,1709
88.0,8.83,3.531,373,87.6,79.06,71.67,1382
113.1,7.94,4.487,426,51.5,85.66,83.36,1686
113.6,4.45,1.931,484,27.5,78.85,78.19,1287
148.5,14.2,4.306,103,138.1,51.87,51.54,1724
241.1,12.97,2.025,454,117.6,48.75,47.7,1798
121.7,5.4,4.524,351,15.6,90.6,88.63,1589
113.5,7.64,4.091,105,178.2,84.08,80.45,1363
92.1,8.24,4.926,418,119.2,86.19,81.89,1666
134.5,11.59,4.223,179,45.2,63.84,58.51,1694
94.6,6.99,2.292,346,152.9,78.9,76.08,1234
86.2,8.65,0.995,205,160.0,64.28,58.4,1097
222.9,6.78,4.434,107,107.5,99.0,94.66,1728
70.0,11.68,3.07,188,160.5,68.96,68.11,1445
195.1,8.78,4.362,291,15.0,86.11,82.08,1694
98.5,12.59,2.242,322,170.7,53.79,51.7,1399
62.2,1.75,0.63,132,19.7,59.52,59.58,820
211.1,13.66,0.736,227,119.2,36.34,35.53,1535
193.4,12.47,3.517,523,68.8,53.25,48.74,1871
123.5,12.46,1.015,551,16.7,46.03,44.43,1614
75.1,2.96,3.855,344,168.0,80.49,75.96,1329
128.5,4.69,2.387,320,33.0,86.3,79.82,1254
94.5,14.72,3.034,370,155.1,61.93,60.55,1672
237.2,14.3,4.105,168,66.2,45.79,43.33,1901
160.6,4.17,1.639,596,136.0,91.66,90.94,1375
243.1,7.06,2.358,460,53.2,93.63,90.86,1709
126.7,3.18,3.783,181,109.2,88.63,80.87,1392
165.7,4.68,4.633,200,145.9,99.0,93.26,1546
96.1,3.59,1.806,407,106.3,78.74,73.42,1135
213.6,2.13,3.302,228,62.1,85.44,78.43,1441
67.8,9.11,4.78,245,49.7,80.55,80.23,1462
192.2,4.37,3.42,480,39.7,99.0,93.6,1609
134.4,14.89,4.518,197,152.6,56.86,55.36,1803
169.9,8.22,4.729,438,113.9,96.51,97.07,1679
172.5,6.03,4.682,564,96.5,99.0,95.55,1812
195.1,13.78,3.913,118,52.4,49.88,46.44,1735
98.8,9.69,2.984,129,83.7,74.85,74.47,1323
161.0,2.78,0.935,569,115.4,83.92,79.92,1217
141.1,7.97,1.502,162,22.2,72.71,70.36,1199
113.6,7.18,1.651,61,71.3,76.22,76.85,1227
154.2,11.71,0.65,528,50.7,51.3,49.18,1531
240.9,10.71,0.959,205,119.9,58.5,55.0,1566
240.3,6.19,1.826,214,113.1,91.85,90.68,1413
113.0,7.57,0.908,175,60.9,70.16,64.27,1221
228.0,8.26,1.263,555,17.1,72.41,73.11,1604
226.6,6.91,0.745,476,41.1,90.49,91.38,1434
107.4,2.51,2.374,378,37.2,83.89,81.33,1163
173.8,13.68,4.196,299,106.6,49.39,45.36,1775
225.3,10.42,4.155,129,38.8,70.89,67.64,1706
157.8,7.58,4.572,559,92.0,99.0,94.13,1735
130.3,8.97,3.855,462,114.5,84.33,78.91,1692
183.6,3.98,1.6,203,159.5,88.35,81.37,1379
92.8,8.43,3.661,571,51.7,83.8,78.07,1578
90.7,11.44,3.892,564,41.6,69.46,67.14,1685
218.2,8.47,2.944,413,39.5,83.91,82.42,1598
68.0,7.73,4.132,592,71.3,84.01,85.48,1531
212.7,7.47,0.821,153,120.4,74.01,68.52,1227
115.2,11.66,3.177,452,124.2,65.88,60.91,1665
151.8,11.55,2.66,134,45.9,53.38,48.79,1579
163.3,11.5,4.123,430,32.3,69.51,70.4,1745
205.7,4.45,1.076,556,86.3,94.81,89.68,1420
227.9,9.65,1.457,345,34.0,64.02,64.72,1551
212.8,11.9,3.014,470,148.2,59.47,59.87,1853
168.7,8.87,4.762,129,24.3,86.13,77.98,1649
126.1,11.91,0.874,398,137.9,50.17,46.83,1502
160.0,12.96,3.845,85,17.3,50.92,47.67,1598
65.7,3.43,1.424,70,147.2,58.16,54.28,957
106.5,5.29,0.975,399,116.6,81.74,77.73,1139
129.6,9.42,2.276,365,64.8,74.34,71.36,1372
120.8,5.06,3.124,231,78.9,88.87,88.07,1392
78.1,14.18,4.222,332,124.5,70.8,65.99,1763
69.6,3.72,3.356,426,41.6,72.99,68.31,1320
139.9,6.0,2.713,405,161.4,92.26,89.66,1402
74.2,14.92,1.786,90,92.1,57.18,52.69,1263
114.4,3.65,1.816,423,139.2,82.62,79.05,1259
150.2,7.28,3.968,413,96.1,91.96,85.53,1516
99.9,5.39,1.013,418,86.9,74.49,68.81,1216
75.1,12.34,1.159,516,89.8,58.2,57.94,1373
142.1,5.26,3.739,367,71.7,99.0,97.5,1477
145.2,3.26,4.825,566,134.6,99.0,92.07,1600
234.0,14.06,1.041,589,153.8,37.07,35.21,1717
84.3,5.44,3.242,464,155.2,78.9,72.47,1385
176.8,11.38,1.576,247,30.6,55.32,50.14,1486
120.7,5.07,0.616,129,139.4,75.5,73.26,1015
83.5,3.5,4.245,501,44.0,88.53,83.54,1502
134.7,12.23,2.789,131,12.1,50.81,46.99,1484
141.3,1.78,0.608,130,56.8,72.47,66.22,998
129.1,5.65,4.53,555,59.8,99.0,97.18,1585
205.5,11.92,2.911,358,147.7,53.42,49.82,1717
219.4,8.17,3.817,211,136.2,88.62,89.41,1746
88.3,10.65,2.406,580,24.4,72.67,67.08,1575
91.9,1.94,1.332,439,65.4,67.06,62.31,1111
140.0,11.5,2.595,344,52.7,65.39,65.53,1538
120.8,3.41,1.795,231,111.2,77.57,75.14,1092
215.7,12.32,1.835,422,102.1,49.77,45.44,1669
249.4,8.9,3.397,452,125.4,81.5,78.72,1863
94.4,11.35,0.923,442,164.8,56.22,52.67,1243
204.9,3.98,2.287,157,81.6,94.51,93.42,1426
175.4,6.54,2.96,433,121.5,95.6,86.93,1622
182.4,12.23,3.694,370,166.1,54.61,55.16,1847
110.2,13.75,3.348,518,102.1,59.36,56.83,1757
78.5,4.17,4.488,394,62.4,87.67,86.63,1433
163.2,12.11,4.966,130,78.5,59.49,58.57,1770
176.6,2.52,4.718,225,138.3,99.0,91.22,1495
243.0,6.96,3.939,459,132.4,99.0,99.0,1924
188.3,14.14,3.587,457,137.2,46.21,42.88,1881
144.3,14.23,0.659,172,136.4,30.1,27.78,1344
248.9,5.15,2.901,245,166.5,98.87,95.16,1552
130.9,3.7,3.487,58,139.9,89.51,91.14,1215
90.9,3.09,2.358,232,155.4,72.26,67.75,1167
177.4,7.73,2.232,64,107.5,84.02,85.34,1316
110.6,2.29,2.941,530,119.5,78.69,74.93,1343
235.2,6.0,4.58,417,174.5,99.0,99.0,1883
141.3,1.24,1.674,583,158.0,80.54,77.61,1332
88.4,4.63,2.296,541,142.2,80.82,74.73,1264
86.9,13.6,3.439,382,126.5,63.28,63.64,1676
183.4,7.26,1.337,327,70.9,80.28,72.95,1311
129.5,2.03,4.257,536,103.2,96.72,94.98,1439
129.1,10.06,3.497,214,19.4,70.3,70.27,1500
176.3,14.38,2.085,173,80.7,36.29,36.28,1594
102.1,7.49,3.75,276,29.0,86.94,85.08,1430
87.6,9.74,1.757,79,133.9,59.95,55.76,1205
184.9,13.87,3.985,216,161.7,48.05,46.31,1774
61.0,6.87,0.818,96,39.6,56.9,55.5,855
232.4,10.3,2.42,79,51.8,62.58,63.0,1546
94.8,7.17,1.677,353,155.7,77.59,71.31,1173
145.1,14.47,4.175,439,109.6,53.33,50.98,1862
100.2,8.05,3.887,345,110.0,82.54,77.59,1441
101.5,13.4,4.288,89,105.7,62.41,59.38,1604
218.7,8.1,3.432,267,47.1,85.9,79.19,1725
171.2,10.36,4.079,111,51.4,73.43,68.0,1530
119.2,6.41,2.475,408,171.4,86.22,85.56,1280
107.7,13.85,3.551,505,133.0,61.17,58.57,1723
100.4,10.06,0.64,114,25.4,52.34,50.34,1180
165.3,1.28,4.463,87,47.9,77.47,78.07,1367
198.8,1.22,3.581,273,116.6,83.1,77.19,1408
108.2,10.47,4.397,217,58.2,74.69,70.17,1525
123.1,2.6,3.969,193,52.8,83.49,78.23,1354
196.9,11.03,1.789,166,44.4,61.25,59.97,1563
200.1,5.51,1.728,224,41.6,94.58,91.51,1257
99.4,8.54,4.098,581,114.3,86.59,82.83,1670
132.6,3.44,1.331,522,164.0,81.51,79.89,1390
225.3,4.45,0.998,381,71.4,93.23,89.32,1344
200.6,7.12,0.568,490,30.7,82.37,82.2,1407
90.9,10.32,1.843,58,31.1,58.22,55.27,1203
133.3,3.18,0.947,111,168.7,78.51,79.05,992
244.9,4.94,4.108,211,99.9,99.0,90.52,1709
159.8,3.9,2.68,404,89.3,96.78,88.19,1497
196.7,13.08,1.636,536,161.4,45.88,44.9,1632
77.5,10.07,3.209,177,96.2,71.2,67.41,1320
218.2,7.56,0.817,127,91.7,77.5,73.98,1370
174.9,14.26,3.768,516,167.5,46.92,46.15,1942
93.4,11.3,2.756,275,90.7,67.18,62.19,1461
132.2,14.05,0.529,435,76.5,36.43,32.98,1491
75.8,9.37,1.936,351,108.9,69.61,66.31,1307
207.6,2.93,3.876,147,176.1,99.0,99.0,1488
201.5,10.46,1.347,435,173.9,60.02,57.26,1553
153.1,3.82,4.828,281,141.9,99.0,95.89,1533
145.9,5.84,4.535,208,94.9,99.0,91.58,1520
148.1,8.13,4.002,546,159.8,87.35,83.47,1693
67.1,3.2,0.853,53,81.3,55.25,52.91,866
130.0,1.29,2.092,273,118.8,75.74,70.3,1159
84.4,5.58,1.842,215,40.5,70.81,65.12,1035
95.1,12.54,1.119,80,122.4,45.67,43.02,1208
242.8,1.22,4.998,94,56.9,86.98,78.68,1570
109.7,2.53,1.162,145,141.2,72.15,66.37,1061
151.9,12.3,1.919,328,80.4,51.68,51.05,1514
228.7,5.28,4.461,205,77.7,99.0,96.81,1669
138.6,14.13,1.15,511,136.9,40.92,38.37,1568
160.4,6.32,2.613,182,82.3,94.69,91.49,1429
92.1,12.15,4.891,446,131.4,71.49,71.45,1701
114.2,4.62,1.613,166,155.4,75.97,76.02,1072
156.2,1.87,3.664,73,33.3,84.23,82.42,1229
129.3,13.34,0.86,196,91.4,39.15,35.82,1343
67.3,13.98,3.204,511,170.6,68.18,62.69,1555
136.2,10.91,2.026,95,148.1,63.23,59.12,1423
214.9,11.78,3.648,239,175.5,50.81,49.82,1788
82.1,1.1,2.448,54,156.3,68.85,64.1,998
63.6,11.55,1.845,397,62.7,67.28,64.3,1462
82.6,7.61,2.957,569,40.5,74.04,73.97,1456
190.5,7.34,1.129,261,45.8,85.54,86.14,1388
211.0,8.56,4.165,367,46.9,90.76,90.81,1808
69.3,4.8,3.878,299,22.9,80.97,74.0,1397
228.6,10.75,2.952,585,164.2,66.49,67.11,1902
179.2,5.14,2.152,455,95.4,98.86,97.09,1430
158.4,8.82,4.619,74,27.2,82.87,80.74,1602
108.2,2.92,3.355,110,139.6,85.42,79.42,1162
130.6,10.45,1.782,309,65.4,61.62,62.32,1384
239.9,3.65,4.13,397,22.1,96.77,87.29,1701
233.2,3.39,3.358,210,42.3,90.44,82.29,1499
178.8,1.34,1.072,421,121.8,71.2,65.39,1171
170.0,2.71,1.014,367,145.0,84.96,83.54,1093
100.0,4.26,4.721,289,53.1,91.51,89.2,1459
241.1,4.11,1.796,370,108.1,90.07,91.28,1489
203.5,5.59,3.486,554,10.1,99.0,93.25,1718
132.6,1.76,0.664,184,57.3,72.41,68.19,1072
215.0,14.09,3.004,485,40.9,45.89,44.99,1819
100.3,2.67,1.54,57,23.0,67.84,62.47,1041
100.5,10.83,1.128,97,92.3,54.2,51.8,1312
210.3,8.49,3.981,572,117.3,91.02,82.09,1948
166.3,8.74,4.143,434,17.9,86.7,84.19,1708
165.6,2.48,3.718,398,33.4,91.79,91.25,1499
169.0,4.41,0.55,234,168.5,83.43,77.12,1103
83.9,11.92,1.782,151,47.9,55.76,52.24,1245
126.4,7.49,2.124,259,139.2,81.61,74.74,1406
168.9,7.4,3.609,379,137.1,96.75,94.22,1645
107.0,8.64,3.9,399,64.7,86.75,83.95,1601
155.8,7.07,3.325,143,44.7,92.28,92.2,1372
165.8,12.29,4.051,295,51.5,58.96,59.93,1679
239.1,11.48,2.423,362,106.2,54.97,55.96,1799
106.7,5.44,2.938,578,74.8,88.38,80.68,1480
143.5,12.37,0.789,352,94.2,42.1,40.68,1398
246.5,8.26,2.422,369,148.0,76.58,76.18,1754
95.5,9.79,2.447,471,95.4,70.67,69.19,1494
208.2,13.13,3.252,280,179.2,42.84,43.17,1733
93.7,7.66,2.201,261,123.2,76.4,72.81,1171
221.5,11.59,1.573,375,45.2,47.83,45.5,1665
152.7,9.79,1.569,481,94.9,76.49,69.08,1473
244.7,6.97,1.102,401,148.3,81.76,73.74,1502
92.3,12.05,3.655,152,47.1,65.86,64.75,1477
190.7,2.47,3.302,269,134.0,91.54,87.57,1492
192.1,9.14,3.107,332,15.7,80.53,78.86,1677
196.6,1.65,2.89,338,170.2,82.92,76.99,1396
79.2,3.19,2.154,237,122.8,69.1,69.35,1082
114.8,9.38,3.959,337,37.6,73.73,74.34,1590
124.2,5.31,4.649,420,158.6,99.0,96.97,1649
121.6,4.67,2.48,307,23.9,88.39,82.49,1289
188.3,14.38,2.341,298,79.0,40.6,37.59,1662
70.4,6.12,1.232,491,135.3,66.37,64.71,1133
198.7,8.91,3.518,466,169.4,82.03,83.09,1745
160.1,8.48,3.011,282,69.3,86.54,83.89,1457
92.9,1.87,4.946,598,151.2,87.73,87.79,1552
103.0,10.44,3.129,87,43.4,69.44,67.21,1398
78.5,8.18,1.799,229,16.0,65.63,64.38,1257
147.2,6.34,3.033,70,14.9,87.46,84.67,1313
173.0,1.92,4.931,512,121.9,99.0,95.94,1704
170.4,5.1,3.755,466,36.2,99.0,97.88,1683
242.8,13.38,1.079,426,18.6,41.32,39.16,1712
116.2,3.43,2.044,168,176.0,77.36,78.01,1236
204.8,4.07,1.844,439,51.1,94.3,94.64,1508
197.4,3.87,4.356,245,88.6,99.0,97.72,1545
71.7,13.47,3.25,528,114.2,73.38,72.59,1784
236.7,10.8,4.145,160,34.6,62.24,59.1,1788
236.9,13.35,1.293,170,70.7,42.98,42.98,1658
135.3,13.79,4.586,578,120.1,63.25,64.0,1964
139.4,13.99,0.762,334,118.8,36.45,36.28,1457
215.7,7.8,2.187,296,153.1,88.53,81.09,1597
154.1,7.67,0.564,243,84.4,78.41,77.97,1224
211.8,12.6,1.329,507,161.3,42.49,40.61,1685
66.9,5.65,4.83,244,126.0,81.47,79.27,1406
107.6,1.31,0.853,246,105.6,68.44,69.73,906
77.3,5.64,1.154,118,29.9,59.72,56.32,1052
146.3,11.03,4.662,336,107.7,72.95,68.71,1725
222.3,2.73,3.696,558,111.1,97.18,90.53,1686
168.3,11.99,2.331,577,139.0,52.24,47.81,1719
158.9,12.42,0.809,598,132.3,41.78,38.45,1600
129.6,2.41,4.033,310,100.1,89.93,86.49,1389
